time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	6	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	19	16	3	7	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
